title,aka,genres,year,votes,rating
The Woman in Black (2012),"['Die Frau in Schwarz (2012)', 'La dame en noir (2012)']","['Drama', 'Fantasy', 'Horror', 'Thriller']",[2012],142578,6.4
Shrek Forever After (2010),"['Forever After: The Final Chapter (2010)', 'Für immer Shrek (2010)', 'Für immer Shrek - Das grosse Finale (2010)', 'Shrek 3D: The Final Chapter (2010)', 'Shrek 4 (2009)', 'Shrek Forever After: An IMAX 3D Experience (2010)', 'Shrek Goes Fourth (2007)', 'Shrek e vissero felici e contenti (2010)', 'Shrek: The Final Chapter (2010)', 'The Final Chapter (2010)']","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",[2010],142060,6.4
The Darjeeling Limited (2007),"['Darjeeling Limited (2008)', 'Il treno per il Darjeeling (2007)']","['Adventure', 'Comedy', 'Drama']",[2007],141689,7.2
Hostel (2005),"['Hostel (2005)', 'Hostel: Part I (2006)']",['Horror'],[2005],141684,5.9
The Day the Earth Stood Still (2008),"['D.T.E.S.S. (2008)', 'Der Tag, an dem die Erde stillstand (2008)', 'The Day the Earth Stood Still: The IMAX Experience (2008)', 'Ultimatum alla Terra (2008)']","['Drama', 'Sci-Fi', 'Thriller']",[2008],141682,5.5
The Thin Red Line (1998),"['Der schmale Grat (1999)', 'Der schmale Grat (1999)', 'Der schmale Grat (1999)', 'La sottile linea rossa (1999)', 'The Thin Red Line (1998)']","['Drama', 'War']",[1998],141543,7.6
Batoru rowaiaru (2000),"['Batoru rowaiaru 3D (2010)', 'Battle Royale (2000)', 'Battle Royale (2000)', 'Battle Royale (2000)', 'Battle Royale (2000)', 'Battle Royale (2000)', 'Battle Royale 3-D (2010)', 'Battle Royale: Special Edition (2000)', 'Battle Royale: Special Version (2000)']","['Adventure', 'Drama', 'Sci-Fi', 'Thriller']",[2000],141536,7.7
The Judge (2014),['Der Richter - Recht oder Ehre (2014)'],"['Crime', 'Drama']",[2014],141535,7.4
The Talented Mr. Ripley (1999),"['Der talentierte Mr. Ripley (2000)', 'Il talento di Mr. Ripley (2000)', 'The Mysterious Yearning Secretive Sad Lonely Troubled Confused Loving Musical Gifted Intelligent Beautiful Tender Sensitive Haunted Passionate Talented Mr. Ripley (1999)', 'The Strange Mr. Ripley (1997)']","['Crime', 'Drama', 'Thriller']",[1999],141358,7.3
Desperado (1995),"['Desperado (1995)', 'El Mariachi 2 (1993)', 'Pistolero (1995)']","['Action', 'Thriller']",[1995],141352,7.2
Alexander (2004),"['Alexander (2004)', 'Alexander (2004)', 'Alexander (2004)', 'Alexander (2004)', 'Alexander (2004)', 'Alexander (2004)', 'Alexander (2004)', 'Alexander (2004)', 'Alexander (2004)', 'Alexander Revisited: The Final Cut (2007)', ""Alexander: Director's Cut (2004)"", 'Alexander: The Ultimate Cut (2015)', 'Alexandre (2005)']","['Action', 'Adventure', 'Biography', 'Drama', 'History', 'Romance', 'War']",[2004],141112,5.5
Hot Tub Time Machine (2010),"[""Hot Tub - Der Whirlpool... ist 'ne verdammte Zeitmaschine (2010)"", ""Hot Tub - Zurück in die '80s (2010)"", 'Un tuffo nel passato (2010)']","['Comedy', 'Sci-Fi']",[2010],141107,6.4
Miss Congeniality (2000),"['Miss Congeniality (2000)', 'Miss Detective (2000)', 'Miss F.B.I. (2001)', 'Miss Undercover (2001)', 'Miss Undercover (2001)', 'Miss Undercover (2001)']","['Action', 'Comedy', 'Crime', 'Romance']",[2000],141069,6.2
30 Days of Night (2007),"['30 Days of Night (2007)', '30 giorni di buio (2008)']","['Horror', 'Thriller']",[2007],140930,6.6
Need for Speed (2014),"['Need for Speed (2014)', 'Need for Speed (2014)']","['Action', 'Crime', 'Drama', 'Thriller']",[2014],139999,6.5
Immortals (2011),"['Immortals 3D (2011)', 'Krieg der Götter (2011)', 'War of Gods (2011)']","['Action', 'Drama', 'Fantasy', 'Romance']",[2011],139981,6.0
Three Kings (1999),"['Spoils of War (1999)', 'Three Kings (1999)', 'Three Kings - Es ist schön König zu sein (2000)']","['Action', 'Adventure', 'Comedy', 'Drama', 'War']",[1999],139834,7.1
The Ninth Gate (1999),"['Die neun Pforten (1999)', 'Die neun Pforten (1999)', 'La neuvième porte (1999)', 'La nona porta (1999)', 'La novena puerta (1999)']","['Mystery', 'Thriller']",[1999],139822,6.7
A Million Ways to Die in the West (2014),['Un milione di modi per morire nel West (2014)'],"['Comedy', 'Romance', 'Western']",[2014],139773,6.1
A Knight's Tale (2001),"['Il destino di un cavaliere (2001)', 'Ritter aus Leidenschaft (2001)']","['Action', 'Adventure', 'Romance']",[2001],139677,6.9
Spaceballs (1987),"['Balle spaziali (1987)', ""Mel Brooks' Spaceballs (1987)"", 'Planet Moron (1987)', 'Spaceballs (1987)', ""Spaceballs - Mel Brooks' verrückte Raumfahrt (1987)"", ""Spaceballs - Mel Brooks' verrückte Raumfahrt (1991)"", 'Spaceballs: The Video (1987)']","['Adventure', 'Comedy', 'Sci-Fi']",[1987],139629,7.1
The Crow (1994),"['Il corvo - The Crow (1994)', 'The Crow: Die Krähe (1994)']","['Action', 'Drama', 'Fantasy']",[1994],139498,7.6
The Tree of Life (2011),[],"['Drama', 'Fantasy']",[2011],139446,6.7
Rocky IV (1985),"['Rocky IV (1985)', 'Rocky IV - Der Kampf des Jahrhunderts (1986)', 'Rocky IV - Der Kampf des Jahrhunderts (1986)', 'Rocky IV - Der Kampf des Jahrhunderts (1991)']","['Drama', 'Sport']",[1985],139241,6.8
Milk (2008/I),['Untitled Harvey Milk Project (2007)'],"['Biography', 'Drama', 'History', 'Romance']",[2008],139145,7.6
King Arthur (2004),"['King Arthur (2004)', 'King Arthur (2004)', ""King Arthur: Director's Cut (2005)"", 'Knights of the Roundtable (2003)']","['Action', 'Adventure', 'Drama', 'History', 'War']",[2004],139070,6.3
The Assassination of Jesse James by the Coward Robert Ford (2007),"['Die Ermordung des Jesse James durch den Feigling Robert Ford (2007)', ""L'assassinat de Jesse James par le traître Robert Ford (2007)"", ""L'assassinio di Jesse James per mano del codardo Robert Ford (2007)"", 'The Assassination of Jesse James (2007)']","['Biography', 'Crime', 'Drama', 'History', 'Western']",[2007],139010,7.5
The Change-Up (2011),"['Cambio vita (2011)', 'Wie ausgewechselt (2011)', 'Wie ausgewechselt (2011)']","['Comedy', 'Fantasy']",[2011],138999,6.4
Mud (2012),"['Mud (2012)', 'Mud - Kein Ausweg (2014)']",['Drama'],[2012],138818,7.4
Mama (2013/I),"['La madre (2013)', 'Mamá (2013)']","['Horror', 'Thriller']",[2013],138552,6.2
The Mask of Zorro (1998),"['Die Maske des Zorro (1998)', 'Die Maske des Zorro (1998)', 'La maschera di Zorro (1998)', 'Mark of Zorro (1997)']","['Action', 'Adventure', 'Comedy', 'Romance', 'Thriller', 'Western']",[1998],138231,6.7
Erin Brockovich (2000),"['Erin Brockovich (2000)', 'Erin Brockovich (2000)', 'Erin Brockovich - Forte come la verità (2000)']","['Biography', 'Drama']",[2000],138228,7.3
Team America: World Police (2004),"['American Heroes (2003)', 'Team America (2004)', 'Team America (2004)', 'Team America (2004)', 'Team America: World Police (2004)', 'Team America: World Police (2004)', 'Team America: World Police (2004)', 'Team America: World Police (2004)', 'Untitled Trey Parker/Matt Stone Project (2003)']","['Action', 'Comedy']",[2004],138214,7.2
Taken 3 (2014),"['96 Hours - Taken 3 (2015)', 'Tak3n (2015)', 'Tak3n (2015)', 'Taken 3 (2014)', ""Taken 3 - L'ora della verità (2015)""]","['Action', 'Thriller']",[2014],138156,6.0
The Green Hornet (2011),[],"['Action', 'Comedy', 'Crime', 'Sci-Fi', 'Thriller']",[2011],137933,5.8
Falling Down (1993),"['Chute libre (1993)', 'Falling Down (1993)', 'Falling Down - Ein ganz normaler Tag (1993)', 'Falling Down - Ein ganz normaler Tag (1993)', 'Un giorno di ordinaria follia (1993)']","['Crime', 'Drama', 'Thriller']",[1993],137823,7.6
Misery (1990),"['Misery (1990)', 'Misery (1990)', 'Misery (1990)', 'Misery non deve morire (1990)']","['Crime', 'Drama', 'Thriller']",[1990],137800,7.8
Rushmore (1998),[],"['Comedy', 'Drama']",[1998],137685,7.7
The Boy in the Striped Pyjamas (2008),"['Der Junge im gestreiften Pyjama (2009)', 'Il bambino con il pigiama a righe (2008)', 'The Boy in the Striped Pajamas (2008)']","['Drama', 'War']",[2008],137536,7.8
Deep Impact (1998),"['Deep Impact (1998)', 'Deep Impact (1998)', 'Deep Impact (1998)', 'Impact (1997)']","['Action', 'Drama', 'Romance', 'Sci-Fi', 'Thriller']",[1998],137534,6.1
El secreto de sus ojos (2009),"['El secreto de sus ojos (2009)', 'Il segreto dei suoi occhi (2010)', 'In ihren Augen (2010)', 'The Secret in Their Eyes (2009)', 'The Secret in Their Eyes (2009)']","['Drama', 'Mystery', 'Thriller']",[2009],137352,8.2
Mad Max 2 (1981),"['Interceptor - Il guerriero della strada (1982)', 'Mad Max 2 - Der Vollstrecker (1981)', 'Mad Max 2 - Der Vollstrecker (1991)', 'Mad Max 2: The Road Warrior (1981)', 'Mad Max 2: The Road Warrior (1981)', 'Mad Max II - Der Vollstrecker (1982)', 'The Road Warrior (1981)', 'The Road Warrior (1981)']","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",[1981],136909,7.6
Basic Instinct (1992),"['Basic Instinct (1992)', 'Basic Instinct (1992)', 'Basic Instinct (1992)', 'Basic Instinct (1992)', 'Basic Instinct - Istinto di base (1992)', 'Ice Cold Desire (1992)', 'Love Hurts (1992)']","['Drama', 'Mystery', 'Thriller']",[1992],136786,6.9
Layer Cake (2004),"['L4yer Cak3 (2004)', 'L4yer Cake (2004)', 'L4yer Cake (2005)', 'Layer Cake (2004)', 'The Pusher (2005)']","['Crime', 'Drama', 'Thriller']",[2004],136620,7.4
Blue Velvet (1986),"['Blue Velvet - Verbotene Blicke (1987)', 'Velluto blu (1987)']","['Drama', 'Mystery', 'Thriller']",[1986],136321,7.8
The Heat (2013/I),"['Corpi da reato (2013)', 'Taffe Mädels (2013)']","['Action', 'Comedy', 'Crime']",[2013],136213,6.6
Blade: Trinity (2004),"['Blade III (2003)', 'Blade: Trinity (2004)']","['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']",[2004],135993,5.9
Happy Feet (2006),['Happy Feet: The IMAX Experience (2006)'],"['Animation', 'Comedy', 'Family', 'Music', 'Romance']",[2006],135941,6.5
Primal Fear (1996),"['Schegge di paura (1996)', 'Zwielicht (1996)', 'Zwielicht (1996)']","['Crime', 'Drama', 'Mystery', 'Thriller']",[1996],135891,7.7
The Insider (1999),"['60 Minutes (1999)', 'Insider (2000)', 'Insider (2000)', 'Insider - Dietro la verità (2000)', 'Man of the People (1999)', 'The Untitled Tobacco Project (1998)', 'Untitled Michael Mann Film (1998)']","['Biography', 'Drama', 'Thriller']",[1999],135840,7.9
Michael Clayton (2007),['Michael Clayton (2007)'],"['Crime', 'Drama', 'Thriller']",[2007],135721,7.3
Legally Blonde (2001),"['La rivincita delle bionde (2002)', 'Natürlich blond! (2001)']","['Comedy', 'Romance']",[2001],135483,6.2
Road Trip (2000),['Heißer Trip nach Texas (2000)'],"['Adventure', 'Comedy']",[2000],135377,6.5
Shark Tale (2004),"['Große Haie - Kleine Fische (2004)', 'Große Haie - Kleine Fische (2004)', 'Sharkslayer (2003)']","['Adventure', 'Animation', 'Comedy', 'Family']",[2004],135346,6.0
Tomorrowland (2015),"['1952 (2015)', 'A World Beyond (2015)', 'Tomorrowland - Il mondo di domani (2015)', 'Tomorrowland: A World Beyond (2015)', 'Tomorrowland: El mundo del mañana (2015)']","['Action', 'Adventure', 'Family', 'Mystery', 'Sci-Fi']",[2015],134855,6.5
The Perfect Storm (2000),"['Der Sturm (2000)', 'La tempesta perfetta (2000)']","['Action', 'Adventure', 'Drama', 'Thriller']",[2000],134776,6.4
[Rec] (2007),"['Rec (2007)', 'Rec (2007)', 'Rec (2008)', '[Rec] (2007)', '[Rec] (2007)', '[Rec] (2007)', '[Rec] (2007)', '[Rec] (2007)']",['Horror'],[2007],134761,7.5
The Ghost Writer (2010),"['Der Ghostwriter (2010)', ""L'uomo nell'ombra (2010)"", 'The Ghost (2009)', 'The Ghost (2010)', 'The Ghost Writer (2010)']","['Mystery', 'Thriller']",[2010],134596,7.2
Anchorman 2: The Legend Continues (2013),"['Anchorman - Die Legende kehrt zurück (2014)', 'Anchorman 2 (2012)', 'Anchorman 2 - Fotti la notizia (2013)', 'Anchorman 2: Super-Sized Version with 763 New Jokes (2014)', 'Anchorman 2: The Legend Continues Continued... (2014)', 'Anchorman 2: The Legend Continues: Super-Sized R-Rated Version (2014)', 'Anchorman: The Legend Continues (2012)']",['Comedy'],[2013],134518,6.3
He's Just Not That Into You (2009),"['Er steht einfach nicht auf Dich (2009)', 'La verità è che non gli piaci abbastanza (2009)']","['Comedy', 'Drama', 'Romance']",[2009],134420,6.4
The Man from Earth (2007),"[""Jerome Bixby's The Man from Earth (2007)"", ""L'uomo che venne dalla Terra (2007)""]","['Drama', 'Fantasy', 'Sci-Fi']",[2007],134272,8.0
Letters from Iwo Jima (2006),"['Lettere da Iwo Jima (2007)', 'Letters from Iwo Jima (2006)', 'Letters from Iwo Jima (2006)', 'Letters from Iwo Jima (2006)', 'Red Sun, Black Sand (2006)']","['Drama', 'History', 'War']",[2006],134136,7.9
Night at the Museum: Battle of the Smithsonian (2009),"['Another Night (2007)', 'Nachts im Museum 2 (2009)', 'Night at the Museum 2 (2007)', 'Night at the Museum 2 (2009)', 'Night at the Museum 2 (2009)', 'Night at the Museum 2 (2009)', 'Night at the Museum 2: Escape from the Smithsonian (2008)', 'Night at the Museum: Battle of the Smithsonian - The IMAX Experience (2009)', 'Una notte al museo 2 - La Fuga (2009)', 'Une nuit au musée: la bataille du Smithsonian (2009)']","['Adventure', 'Comedy', 'Family', 'Fantasy']",[2009],134117,5.9
Resident Evil: Afterlife (2010),"['Resident Evil 4 (2008)', 'Resident Evil 4: Afterlife (2010)', 'Resident Evil: Afterlife (2010)', 'Resident Evil: Afterlife (2010)', 'Resident Evil: Afterlife (2010)', 'Resident Evil: Afterlife (2010)', 'Resident Evil: Afterlife: An IMAX 3D Experience (2010)']","['Action', 'Adventure', 'Horror', 'Sci-Fi']",[2010],134111,5.9
The Abyss (1989),"['Abyss - Abgrund des Todes (1989)', 'Abyss - Abgrund des Todes (1991)']","['Adventure', 'Drama', 'Sci-Fi', 'Thriller']",[1989],134037,7.6
Hard Candy (2005),['Hard Candy (2005)'],"['Crime', 'Drama', 'Thriller']",[2005],134009,7.1
Adventureland (2009),['Adventureland (2009)'],"['Comedy', 'Drama', 'Romance']",[2009],133873,6.8
Talladega Nights: The Ballad of Ricky Bobby (2006),"['High, Wide, and Handsome (2005)', 'Ricky Bobby - König der Rennfahrer (2006)', 'Ricky Bobby - La storia di un uomo che sapeva contare fino a uno (2006)', 'Talladega Nights (2005)', 'Untitled Will Ferrell NASCAR Comedy (2005)']","['Action', 'Comedy', 'Sport']",[2006],133509,6.6
The Hills Have Eyes (2006),"['Le colline hanno gli occhi (2006)', 'The Hills Have Eyes - Hügel der blutigen Augen (2006)', 'The Hills Have Eyes - Hügel der blutigen Augen (2006)', 'The Hills have Eyes - Hügel der blutigen Augen (2006)']",['Horror'],[2006],133432,6.4
Army of Darkness (1992),"['Armee der Finsternis (1993)', 'Army of Darkness: The Medieval Dead (1993)', 'Army of Darkness: The Ultimate Experience in Medieval Horror (1993)', 'Bruce Campbell v Army of Darkness (2008)', 'Bruce Campbell vs. Army of Darkness (1993)', 'Evil Dead 3 (1992)', ""L'armata delle tenebre (1993)"", 'Tanz der Teufel III: Armee der Finsternis (1993)', 'The Army of Darkness (1992)', 'The Evil Dead 3: Army of Darkness (2002)', 'The Medieval Dead (1992)']","['Comedy', 'Fantasy', 'Horror']",[1992],132982,7.6
The Longest Yard (2005),"[""L'altra sporca ultima meta (2005)"", 'Spiel ohne Regeln (2005)', 'Spiel ohne Regeln (2005)']","['Comedy', 'Crime', 'Sport']",[2005],132927,6.4
Exodus: Gods and Kings (2014),"['Exodus (2014)', 'Exodus - Dei e re (2014)', 'Exodus: Dioses y reyes (2014)', 'Exodus: Götter und Könige (2014)', 'Moses (2014)', 'The Book of Exodus (2014)', 'Untitled Moses Project (2014)']","['Action', 'Adventure', 'Drama']",[2014],132595,6.1
Melancholia (2011),"['Melancholia (2011)', 'Melancholia (2011)']",['Drama'],[2011],132461,7.1
Blades of Glory (2007),"['Blades of Glory - Due pattini per la gloria (2007)', 'Die Eisprinzen (2007)']","['Comedy', 'Sport']",[2007],132332,6.3
Once Upon a Time in Mexico (2003),"[""C'era una volta in Messico (2003)"", 'El Mariachi 3 (2002)', 'Irgendwann in Mexico (2003)', 'Irgendwann in Mexico (2003)']","['Action', 'Thriller']",[2003],132322,6.4
The Emperor's New Groove (2000),"['Ein Königreich für ein Lama (2001)', 'Kingdom in the Sun (1999)', 'Kingdom of the Sun (1999)', ""Le follie dell'imperatore (2001)"", ""The Emperor's New Groove (2000)""]","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",[2000],132223,7.3
The Iron Giant (1999),"['Der Gigant aus dem All (1999)', 'Il gigante di ferro (1999)']","['Action', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Sci-Fi']",[1999],132050,8.0
Tucker and Dale vs Evil (2010),"['Tucker & Dale gegen das Böse (2011)', 'Tucker & Dale vs Evil (2011)', 'Tucker & Dale vs. Evil (2010)']","['Comedy', 'Horror']",[2010],132004,7.6
The Expendables 3 (2014),"['Expendables 3 (2014)', 'I mercenari 3 (2014)', 'The Expendables III (2014)', 'îÅÐÏÂÅÄÉÍÉÔÅ 3 (2014)']","['Action', 'Adventure', 'Thriller']",[2014],131671,6.1
Wild Wild West (1999),"['Wild Wild West (1999)', 'Wild Wild West (1999)', 'Wild Wild West (1999)']","['Action', 'Comedy', 'Sci-Fi', 'Western']",[1999],131617,4.8
Shoot 'Em Up (2007),"[""Shoot 'em up - Spara o muori (2007)""]","['Action', 'Comedy', 'Crime', 'Thriller']",[2007],131411,6.7
The Karate Kid (1984),"['Karate Kid (1984)', 'Karate Kid - Per vincere domani (1984)', 'Per vincere domani (The Karate Kid) (1984)', 'The Karate Kid - Per vincere domani (1984)', 'The Karate Kid Part I (1984)']","['Action', 'Drama', 'Family', 'Sport']",[1984],131183,7.2
Abraham Lincoln: Vampire Hunter (2012),"['Abraham Lincoln Vampirjäger (2012)', 'La leggenda del cacciatore di vampiri (2012)']","['Action', 'Fantasy', 'Horror']",[2012],130771,5.9
Lethal Weapon 2 (1989),"['Arma letale 2 (1989)', 'Lethal Weapon 2 (1989)', 'Lethal Weapon 2 - Brennpunkt L.A. (1989)', 'Lethal Weapon 2 - Brennpunkt L.A. (1991)']","['Action', 'Crime', 'Thriller']",[1989],130696,7.2
Cape Fear (1991),"['Cape Fear - Il promontorio della paura (1991)', 'Kap der Angst (1992)', 'Kap der Angst (1992)']","['Crime', 'Thriller']",[1991],130691,7.3
Lethal Weapon 3 (1992),"['Arma letale 3 (1992)', 'Brennpunkt L.A. - Die Profis sind zurück (1992)', 'Lethal Weapon 3 (1992)', 'Lethal Weapon 3: Die Profis sind zurück (1992)']","['Action', 'Crime', 'Thriller']",[1992],130515,6.7
Jay and Silent Bob Strike Back (2001),"['Jay & Silent Bob... Fermate Hollywood! (2002)', 'Jay und Silent Bob schlagen zurück (2002)', 'Jay und Silent Bob schlagen zurück (2002)', 'VA5 (2000)', 'View Askew 5 (2000)']",['Comedy'],[2001],130373,6.9
"Definitely, Maybe (2008)","['Certamente, forse (2008)', 'Definitely, Maybe (2008)', 'Un jour, peut-être... (2008)', 'Vielleicht, vielleicht auch nicht (2008)']","['Comedy', 'Drama', 'Romance']",[2008],130066,7.2
Star Trek Beyond (2016),"['Star Trek 3 (2016)', 'Star Trek: Beyond (2016)', 'Star Trek: Beyond (2016)', 'Star Trek: Into Oblivion (2016)', 'Untitled Star Trek 4 Film (2016)', 'Washington (2015)']","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",[2016],130064,7.2
Date Night (2010),"['Date Night - Gangster für eine Nacht (2010)', 'Notte folle a Manhattan (2010)']","['Comedy', 'Crime', 'Romance', 'Thriller']",[2010],130031,6.3
Over the Hedge (2006),"['Ab durch die Hecke (2006)', 'La gang del bosco (2006)', 'Over the Hedge (2006)']","['Adventure', 'Animation', 'Comedy', 'Family']",[2006],129884,6.8
Lethal Weapon 4 (1998),"['Arma letale 4 (1998)', 'Lethal 4 (1998)', 'Lethal Weapon 4 (1998)', 'Lethal Weapon 4 - Zwei Profis räumen auf (1998)']","['Action', 'Crime', 'Thriller']",[1998],129802,6.6
Straight Outta Compton (2015),[],"['Biography', 'Crime', 'Drama', 'History', 'Music']",[2015],129727,7.9
Beverly Hills Cop (1984),"['Beverly Drive (1984)', ""Beverly Hills Cop - Ich lös' den Fall auf jeden Fall (1985)"", ""Beverly Hills Cop - Ich lös' den Fall auf jeden Fall (1991)"", 'Beverly Hills Cop - Un piedipiatti a Beverly Hills (1985)']","['Action', 'Comedy', 'Crime']",[1984],129678,7.3
Evil Dead (2013),['La casa (2013)'],['Horror'],[2013],129230,6.5
Vantage Point (2008),"['8 Blickwinkel (2008)', '8 Blickwinkel (2008)', 'Prospettive di un delitto (2008)', 'Vantage Point - Prospettive di un delitto (2008)']","['Crime', 'Drama', 'Mystery', 'Thriller']",[2008],129164,6.6
Transporter 3 (2008),"['Le transporteur 3 (2008)', 'The Transporter 3 (2008)']","['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",[2008],129152,6.1
